no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,天氣
955,2022/2/21 16:20,"0150deb7d0,0150",U9d1aab8b5850ebabe7c0fcfdd063b9b5,好享吃小火鍋,23.56745,119.56641,284555,36,0,雨
958,2022/2/21 16:42,"0150deb7d0,0074",U9d1aab8b5850ebabe7c0fcfdd063b9b5,媽宮海產行到了！,23.56491,119.56533,284642,36,0,雨
967,2022/2/21 17:12,"0150deb7d0,0432",U9d1aab8b5850ebabe7c0fcfdd063b9b5,多那之澎湖店,23.56483,119.56537,284786,36,0,雨
1009,2022/2/22 10:06,"0150deb7d0,0157",U9d1aab8b5850ebabe7c0fcfdd063b9b5,鮮食堂海鮮蒸鍋,23.56566,119.56462,286499,36,0,雨
959,2022/2/21 16:43,"0150deb7d0,0074",Ua311a598a59904641c05f81fbbcf185d,媽宮海產行到了！,23.56491,119.56533,284656,58,1,雨
963,2022/2/21 16:59,"0150deb7d0,0432",Ua311a598a59904641c05f81fbbcf185d,多那之澎湖店,23.56483,119.56537,284728,58,1,雨
1010,2022/2/22 10:09,"0150deb7d0,0123",Ua311a598a59904641c05f81fbbcf185d,源利軒黑糖糕老店,23.56572,119.56496,286510,58,1,雨
3785,2022/3/8 14:24,"0150deb7d0,0264",Udef4ef3e487a9b8ce6dfa1ac8ceb662e,阿姨仙人掌冰,23.65683,119.55745,331789,22,1,風多雲
3841,2022/3/9 12:54,"0150deb7d0,0283",Udef4ef3e487a9b8ce6dfa1ac8ceb662e,藍21咖啡輕食,23.5735,119.57169,334921,22,1,晴多雲
982,2022/2/21 18:49,"0150deb7d0,0322",Uc61354c021061dce3fcf29e0d26d0696,檸檬香茅火鍋澎湖店,23.56283,119.56518,285276,56,0,雨
1078,2022/2/22 21:00,"0150deb7d0,0207",Uc61354c021061dce3fcf29e0d26d0696,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,289161,56,0,雨
992,2022/2/21 20:50,"0150deb7d0,0282",U4332565833250053201b43e54b81963e,新臺澎海產購物中心,23.56733,119.56717,285679,18,1,雨
993,2022/2/21 21:01,"0150deb7d0,0252",U4332565833250053201b43e54b81963e,飛特潛艦Victor Johni’R,23.56737,119.56745,285710,18,1,雨
995,2022/2/21 21:05,"0150deb7d0,0066",U4332565833250053201b43e54b81963e,北海道海產專賣店,23.56637,119.56886,285718,18,1,雨
996,2022/2/21 21:06,"0150deb7d0,0107",U4332565833250053201b43e54b81963e,真鮮味小吃部,23.56663,119.56924,285723,18,1,雨
1038,2022/2/22 15:20,"0150deb7d0,0234",U4332565833250053201b43e54b81963e,菊島石齋,23.5642,119.5645,287680,18,1,雨
1060,2022/2/22 18:27,"0150deb7d0,0132",U4332565833250053201b43e54b81963e,花菜幹,23.5644309,119.5867029,288601,18,1,雨
4580,2022/4/24 19:05,"0150deb7d0,0198",U4332565833250053201b43e54b81963e,黑妞,23.56469,119.56479,468931,18,1,晴
4582,2022/4/24 19:06,"0150deb7d0,0168",U4332565833250053201b43e54b81963e,小正傢私店,23.56467,119.56484,468938,18,1,晴
4598,2022/4/25 14:07,"0150deb7d0,0199",U4332565833250053201b43e54b81963e,麗洋手作蛋糕,23.56431,119.56464,470639,18,1,晴多雲
4606,2022/4/25 17:24,"0150deb7d0,0369",U4332565833250053201b43e54b81963e,吹蚵仔的海鮮小吃,23.56414,119.56783,471294,18,1,晴多雲
4262,2022/4/17 11:44,"0150deb7d0,0153",U81e4a5b20b01eaaa6497dc620580f1b2,找食間,23.57331,119.56867,449843,62,0,風
4306,2022/4/18 15:40,"0150deb7d0,0179",U81e4a5b20b01eaaa6497dc620580f1b2,祥馨鮮鮮果舖,23.57336,119.57256,453243,62,0,陰風
4858,2022/4/4 19:50,"0150deb7d0,0165",Uedd13dfbe6ad5fea6ababe9be771b657,熊掌心健康果茶,23.56358,119.56499,414583,37,0,風
4907,2022/4/5 19:19,"0150deb7d0,0076",Uedd13dfbe6ad5fea6ababe9be771b657,雲泰小吃館,23.52277,119.59982,417205,37,0,陰多雲
1026,2022/2/22 14:18,"0150deb7d0,0166",Ue189b54140f60f6fed524e35047b7e67,海森海聲,23.56493,119.56501,287365,65,1,雨
1027,2022/2/22 14:24,"0150deb7d0,0365",Ue189b54140f60f6fed524e35047b7e67,臭臉大叔?烤甜圈,23.56494,119.56494,287393,65,1,雨
1139,2022/2/23 18:25,"0150deb7d0,0290",Ue189b54140f60f6fed524e35047b7e67,老餅新料蔥油餅,23.57605,119.57486,291711,65,1,中雨風
1151,2022/2/23 19:56,"0150deb7d0,0258",Ue189b54140f60f6fed524e35047b7e67,曬食光餐飲店,23.56639,119.56396,292058,65,1,中雨風
2581,2022/3/16 21:05,"0150deb7d0,0173",Ue189b54140f60f6fed524e35047b7e67,綺樂Chi Love 仙人掌彩虹霜淇淋,23.56548,119.56532,358681,65,1,陰
2586,2022/3/16 21:16,"0150deb7d0,0144",Ue189b54140f60f6fed524e35047b7e67,小小間,23.57003,119.56901,358719,65,1,陰
2592,2022/3/17 13:21,"0150deb7d0,0384",Ue189b54140f60f6fed524e35047b7e67,葉子的店,23.57429,119.57824,360152,65,1,雨陰
2891,2022/3/20 19:44,"0150deb7d0,0024",Ue189b54140f60f6fed524e35047b7e67,澎漁宴餐廳,23.56625705,119.5690162,370233,65,1,陰雨
2913,2022/3/21 12:47,"0150deb7d0,0437",Ue189b54140f60f6fed524e35047b7e67,台灣大餅早午餐,23.56718,119.56441,371326,65,1,陰
4905,2022/4/5 19:01,"0150deb7d0,0401",Ue189b54140f60f6fed524e35047b7e67,駱哥港式點心,23.56584,119.56856,417147,65,1,陰多雲
4958,2022/4/6 19:11,"0150deb7d0,0327",Ue189b54140f60f6fed524e35047b7e67,西河食堂海鮮粥,23.56484,119.5652,420035,65,1,風
5026,2022/4/8 11:35,"0150deb7d0,0001",Ue189b54140f60f6fed524e35047b7e67,篤行十村,23.56385,119.56094,423941,65,1,晴
5028,2022/4/8 12:05,"0150deb7d0,0196",Ue189b54140f60f6fed524e35047b7e67,馬路益燒肉飯,23.56596,119.56523,424069,65,1,晴
5073,2022/4/9 15:38,"0150deb7d0,0198",Ue189b54140f60f6fed524e35047b7e67,黑妞,23.56469,119.56479,427784,65,1,晴
1067,2022/2/22 18:56,"0150deb7d0,0393",U370db04769a7c69d7a75983f1351aa23,紐西蘭牛排館,23.57295,119.57542,288744,57,0,雨
1098,2022/2/23 22:27,"0150deb7d0,0218",U370db04769a7c69d7a75983f1351aa23,滷底撈-澎湖店,23.56499,119.58107,292418,57,0,中雨風
1231,2022/2/24 21:18,"0150deb7d0,0038",U2461f8bb4e4b7e22aa74ca1da28fc60b,石滬廣場站,23.56312198,119.5648365,295369,79,1,風
1281,2022/2/25 17:23,"0150deb7d0,0322",U2461f8bb4e4b7e22aa74ca1da28fc60b,檸檬香茅火鍋澎湖店,23.56283,119.56518,297788,79,1,陰風 
2874,2022/3/20 16:51,"0150deb7d0,0238",U54b59e95f3dd368e5e1a53fafff72ad2,澎湖水仙宮,23.56385,119.56416,369629,64,0,陰雨
2875,2022/3/20 16:53,"0150deb7d0,0237",U54b59e95f3dd368e5e1a53fafff72ad2,振發食品行,23.56413,119.5642,369640,64,0,陰雨
2908,2022/3/21 10:19,"0150deb7d0,0044",U54b59e95f3dd368e5e1a53fafff72ad2,通樑古榕,23.65648794,119.5567078,370944,64,0,陰
2920,2022/3/21 15:38,"0150deb7d0,0078",U54b59e95f3dd368e5e1a53fafff72ad2,白灣景觀餐廳,23.56154,119.64737,371970,64,0,陰
4550,2022/4/23 17:43,"0150deb7d0,0095",U54b59e95f3dd368e5e1a53fafff72ad2,海城上湯鮮魚粥飯麵館,23.57711,119.57021,466541,64,0,多雲晴
4584,2022/4/24 19:12,"0150deb7d0,0144",U54b59e95f3dd368e5e1a53fafff72ad2,小小間,23.57003,119.56901,468953,64,0,晴
3439,2022/3/30 12:59,"0150deb7d0,0347",U0c296d47625964bbaf834513dc2d5668,提樂茶飲專賣店,23.56668,119.5654,398790,40,0,多雲
3518,2022/3/31 08:11,"0150deb7d0,0038",U0c296d47625964bbaf834513dc2d5668,石滬廣場站,23.56312198,119.5648365,400827,40,0,陰風
4005,2022/4/11 14:29,"0150deb7d0,0175",U0c296d47625964bbaf834513dc2d5668,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,433322,40,0,多雲
4080,2022/4/12 20:10,"0150deb7d0,0299",U0c296d47625964bbaf834513dc2d5668,三多燒肉飯,23.57441,119.57805,437558,40,0,晴
1302,2022/2/26 11:20,"0150deb7d0,0309",U3ad0aa9093812235f4b3776723fc9192,澎湖樂晨早午餐,23.57313,119.57701,299828,48,1,多雲晴
1372,2022/2/27 15:44,"0150deb7d0,0281",U3ad0aa9093812235f4b3776723fc9192,霸味薑母鴨,23.5705,119.57567,303794,48,1,陰風 
2090,2022/3/1 17:25,"0150deb7d0,0090",U3ad0aa9093812235f4b3776723fc9192,家竹黑砂糖冷熱飲店,23.56518,119.58183,310833,48,1,多雲陰
2094,2022/3/1 17:50,"0150deb7d0,0139",U3ad0aa9093812235f4b3776723fc9192,紫光複合式餐飲,23.56601,119.56687,310945,48,1,多雲陰
2802,2022/3/2 14:39,"0150deb7d0,0291",U3ad0aa9093812235f4b3776723fc9192,天津蔥抓餅,23.57431,119.5792,313131,48,1,風
3075,2022/3/24 10:15,"0150deb7d0,0336",U3ad0aa9093812235f4b3776723fc9192,品川元麻辣火鍋,23.56319,119.59046,380217,48,1,小雨陰
3141,2022/3/25 19:55,"0150deb7d0,0290",U3ad0aa9093812235f4b3776723fc9192,老餅新料蔥油餅,23.57605,119.57486,385628,48,1,陰
4915,2022/4/5 20:58,"0150deb7d0,0075",U3ad0aa9093812235f4b3776723fc9192,信興海產行滿500元送餅乾一包,23.56399,119.56719,417467,48,1,陰多雲
4918,2022/4/5 21:06,"0150deb7d0,0275",U3ad0aa9093812235f4b3776723fc9192,萊客帕冰品Like Par Par,23.56342,119.56493,417484,48,1,陰多雲
4926,2022/4/6 11:53,"0150deb7d0,0335",U3ad0aa9093812235f4b3776723fc9192,外婆麵猴,23.57246,119.57467,418541,48,1,風
4928,2022/4/6 11:55,"0150deb7d0,0040",U3ad0aa9093812235f4b3776723fc9192,自由塔,23.56993769,119.5713121,418549,48,1,風
4931,2022/4/6 12:37,"0150deb7d0,0207",U3ad0aa9093812235f4b3776723fc9192,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,418688,48,1,風
4943,2022/4/6 15:45,"0150deb7d0,0328",U3ad0aa9093812235f4b3776723fc9192,瑞師父海菜煎餅,23.56579,119.56542,419340,48,1,風
1309,2022/2/26 14:10,"0150deb7d0,0267",U7af96d3a5c0bace563a62c577796b52e,易家仙人掌冰,23.65747,119.55532,300398,55,1,多雲晴
1374,2022/2/27 16:12,"0150deb7d0,0258",U7af96d3a5c0bace563a62c577796b52e,曬食光餐飲店,23.56639,119.56396,303885,55,1,陰風 
1376,2022/2/27 16:55,"0150deb7d0,0157",U7af96d3a5c0bace563a62c577796b52e,鮮食堂海鮮蒸鍋,23.56566,119.56462,304020,55,1,陰風 
3031,2022/3/23 22:35,"0150deb7d0,0024",U03d32f17c0cbd61f601a8566269a2373,澎漁宴餐廳,23.56625705,119.5690162,379658,20,1,小雨風
3089,2022/3/24 16:08,"0150deb7d0,0436",U03d32f17c0cbd61f601a8566269a2373,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,381374,20,1,小雨陰
1393,2022/2/27 19:18,"0150deb7d0,0107",U42cd1dac03b8d84f1d468a0ff03d9969,真鮮味小吃部,23.566634,119.56924,304543,42,1,陰風 
1424,2022/2/28 13:03,"0150deb7d0,0308",U42cd1dac03b8d84f1d468a0ff03d9969,沐一日式豬排專賣店,23.57319,119.57316,306278,42,1,晴多雲
2545,2022/3/16 14:26,"0150deb7d0,0436",U42cd1dac03b8d84f1d468a0ff03d9969,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,357298,42,1,陰
2607,2022/3/17 12:00,"0150deb7d0,0386",U42cd1dac03b8d84f1d468a0ff03d9969,四季肉圓專賣店,23.57334,119.57233,359867,42,1,雨陰
3267,2022/3/28 17:33,"0150deb7d0,0074",U42cd1dac03b8d84f1d468a0ff03d9969,媽宮海產行到了！,23.56491,119.56533,393956,42,1,雨
3268,2022/3/28 17:39,"0150deb7d0,0432",U42cd1dac03b8d84f1d468a0ff03d9969,多那之澎湖店,23.56483,119.56537,393971,42,1,雨
3328,2022/3/29 18:42,"0150deb7d0,0116",U42cd1dac03b8d84f1d468a0ff03d9969,金醬府,23.56734,119.5729,396939,42,1,陰風
1928,2022/2/8 19:18,"0150deb7d0,0017",Ubcebb72515b05be35f811b1473e7ab46,清香活海鮮,23.56667473,119.5691316,245324,70,1,風
1969,2022/2/9 14:07,"0150deb7d0,0216",Ubcebb72515b05be35f811b1473e7ab46,新巴適經典麻辣鍋,23.57179,119.57882,246593,70,1,風
1414,2022/2/27 21:06,"0150deb7d0,0196",U74fa5feb54c07bce63a272b3cf38dc72,馬路益燒肉飯,23.56596,119.56523,304964,39,0,陰風 
1460,2022/2/28 17:05,"0150deb7d0,0328",U74fa5feb54c07bce63a272b3cf38dc72,瑞師父海菜煎餅,23.56579,119.56542,307266,39,0,晴多雲
3720,2022/3/7 11:38,"0150deb7d0,0295",Uc3f3e2177402a487f3e3e4443e5d8ecd,獨領風騷,23.56815,119.56751,327855,56,1,陰風
3805,2022/3/8 18:15,"0150deb7d0,0150",Uc3f3e2177402a487f3e3e4443e5d8ecd,好享吃小火鍋,23.56745,119.56641,332674,56,1,風多雲
2541,2022/3/16 12:33,"0150deb7d0,0266",Uc17d732d4b25b2e3420e0bd8424619b6,外垵福氣刈包,23.56469,119.47946,356924,66,1,陰
2650,2022/3/17 09:44,"0150deb7d0,0290",Uc17d732d4b25b2e3420e0bd8424619b6,老餅新料蔥油餅,23.57605,119.57486,359532,66,1,雨陰
4238,2022/4/16 18:54,"0150deb7d0,0328",Uc17d732d4b25b2e3420e0bd8424619b6,瑞師父海菜煎餅,23.56579,119.56542,448699,66,1,風
4280,2022/4/17 19:52,"0150deb7d0,0196",Uc17d732d4b25b2e3420e0bd8424619b6,馬路益燒肉飯,23.56596,119.56523,451193,66,1,風
2157,2022/3/10 12:13,"0150deb7d0,0236",Ue958cd182e6e397a37f246406fc0985b,菊楓食堂日式料理,23.57538,119.58058,338033,27,0,晴
2233,2022/3/11 14:15,"0150deb7d0,0090",Ue958cd182e6e397a37f246406fc0985b,家竹黑砂糖冷熱飲店,23.56518,119.58183,341959,27,0,晴
2171,2022/3/10 16:03,"0150deb7d0,0339",U51273fc9b487244a7479ffa1bbcaa54a,秀秀蔥大餅,23.5764,119.57411,338923,66,1,晴
2173,2022/3/10 16:10,"0150deb7d0,0438",U51273fc9b487244a7479ffa1bbcaa54a,愛家好朋友素食屋,23.57727,119.57231,338953,66,1,晴
2243,2022/3/11 16:54,"0150deb7d0,0372",U51273fc9b487244a7479ffa1bbcaa54a,ㄇㄇ的臭豆腐,23.55258,119.61097,342535,66,1,晴
2402,2022/3/14 15:51,"0150deb7d0,0307",U51273fc9b487244a7479ffa1bbcaa54a,世軒西點麵包????,23.57275,119.57417,351142,66,1,陰
2403,2022/3/14 15:54,"0150deb7d0,0386",U51273fc9b487244a7479ffa1bbcaa54a,四季肉圓專賣店,23.57334,119.57233,351147,66,1,陰
2416,2022/3/14 18:11,"0150deb7d0,0236",U51273fc9b487244a7479ffa1bbcaa54a,菊楓食堂日式料理,23.57538,119.58058,351656,66,1,陰
2478,2022/3/15 16:33,"0150deb7d0,0324",U51273fc9b487244a7479ffa1bbcaa54a,榕徽嬤?吃吃喝喝,23.56909,119.59924,354433,66,1,多雲
3457,2022/3/30 18:04,"0150deb7d0,0109",U51273fc9b487244a7479ffa1bbcaa54a,萬泰食品,23.57515,119.56779,399932,66,1,多雲
3458,2022/3/30 19:04,"0150deb7d0,0169",U51273fc9b487244a7479ffa1bbcaa54a,懶人披薩雞排,23.56375,119.5644,400174,66,1,多雲
3500,2022/3/31 16:18,"0150deb7d0,0020",U51273fc9b487244a7479ffa1bbcaa54a,漁夫才哥企業社,23.58167831,119.638447,402125,66,1,陰風
2214,2022/3/11 11:21,"0150deb7d0,0221",Ua112ce5b56622ef616d968210a076fb2,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,341306,32,0,晴
2304,2022/3/12 18:21,"0150deb7d0,0050",Ua112ce5b56622ef616d968210a076fb2,澎湖海洋地質公園中心,23.56633846,119.5787976,345949,32,0,晴
2384,2022/3/14 22:22,"0150deb7d0,0124",Ua112ce5b56622ef616d968210a076fb2,峰鮮宴隱市食堂,23.56359,119.5808,352336,32,0,陰
2495,2022/3/15 20:01,"0150deb7d0,0258",Ua112ce5b56622ef616d968210a076fb2,曬食光餐飲店,23.56639,119.56396,355218,32,0,多雲
2383,2022/3/14 10:02,"0150deb7d0,0161",Ubb7bd782fd5337514c1d85df38fbdfdf,轟餅-黑仔旺旺車輪餅,23.5648,119.56633,350158,55,1,陰
2490,2022/3/15 19:09,"0150deb7d0,0217",Ubb7bd782fd5337514c1d85df38fbdfdf,趴兔PART TWO茶坊,23.56289,119.58495,355043,55,1,多雲
2404,2022/3/14 15:59,"0150deb7d0,0207",U5b075959da0b7ef6bbb72de8de954df2,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,351162,38,1,陰
2413,2022/3/14 17:32,"0150deb7d0,0329",U5b075959da0b7ef6bbb72de8de954df2,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,351532,38,1,陰
2415,2022/3/14 17:47,"0150deb7d0,0021",U5b075959da0b7ef6bbb72de8de954df2,希望天地珊瑚珍珠,23.56519326,119.5675032,351592,38,1,陰
2445,2022/3/15 10:17,"0150deb7d0,0109",U5b075959da0b7ef6bbb72de8de954df2,萬泰食品,23.57515,119.56779,353153,38,1,多雲
2510,2022/3/15 21:05,"0150deb7d0,0258",U115e1c0c4484de6723302d95a3024f11,曬食光餐飲店,23.56639,119.56396,355476,79,0,多雲
2526,2022/3/16 10:42,"0150deb7d0,0074",U115e1c0c4484de6723302d95a3024f11,媽宮海產行到了！,23.56491,119.56533,356472,79,0,陰
4793,2022/4/3 20:42,"0150deb7d0,0090",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,家竹黑砂糖冷熱飲店,23.56518,119.58183,412037,43,0,陰風
4866,2022/4/4 08:55,"0150deb7d0,0072",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,日香美食坊歡迎您～,23.57466,119.5768,412870,43,0,風
4869,2022/4/4 09:22,"0150deb7d0,0338",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,曾記滿福堂擔仔麵,23.57406,119.57323,412933,43,0,風
4873,2022/4/4 09:39,"0150deb7d0,0292",Uf894ef43bf33bcb0e5abc0ddb9a50fcf,Mr.大雞,23.57226,119.57626,412973,43,0,風
2597,2022/3/17 10:28,"0150deb7d0,0040",U521aee7bfd021be26d956edfe007b956,自由塔,23.56993769,119.5713121,359651,30,1,雨陰
2608,2022/3/17 12:05,"0150deb7d0,0262",U521aee7bfd021be26d956edfe007b956,登峰藝品行(登峰特產行),23.56505,119.56522,359891,30,1,雨陰
2609,2022/3/17 12:06,"0150deb7d0,0327",U521aee7bfd021be26d956edfe007b956,西河食堂海鮮粥,23.56484,119.5652,359895,30,1,雨陰
2611,2022/3/17 12:19,"0150deb7d0,0340",U521aee7bfd021be26d956edfe007b956,某個角落,23.56492,119.56492,359932,30,1,雨陰
2612,2022/3/17 12:40,"0150deb7d0,0237",U521aee7bfd021be26d956edfe007b956,振發食品行,23.56413,119.5642,359996,30,1,雨陰
2655,2022/3/18 13:01,"0150deb7d0,0102",U521aee7bfd021be26d956edfe007b956,清心飲食店,23.60018,119.50975,363107,30,1,陰
2706,2022/3/18 17:40,"0150deb7d0,0401",U521aee7bfd021be26d956edfe007b956,駱哥港式點心,23.56584,119.56856,364027,30,1,陰
2624,2022/3/17 16:07,"0150deb7d0,0032",U1a3778fc36b3ec26236be9aaf65451e8,澎湖伯伴手禮坊,23.57123973,119.5799884,360703,56,0,雨陰
2653,2022/3/17 21:57,"0150deb7d0,0024",U1a3778fc36b3ec26236be9aaf65451e8,澎漁宴餐廳,23.56625705,119.5690162,361986,56,0,雨陰
2710,2022/3/18 18:06,"0150deb7d0,0040",U1a3778fc36b3ec26236be9aaf65451e8,自由塔,23.56993769,119.5713121,364112,56,0,陰
3301,2022/3/29 16:15,"0150deb7d0,0179",U751805cb651c58a391c10d1bd210c31c,祥馨鮮鮮果舖,23.57336,119.57256,396381,39,1,陰風
3433,2022/3/30 22:34,"0150deb7d0,0328",U751805cb651c58a391c10d1bd210c31c,瑞師父海菜煎餅,23.56579,119.56542,400660,39,1,多雲
4234,2022/4/16 17:45,"0150deb7d0,0436",U751805cb651c58a391c10d1bd210c31c,味真香新港鴨肉羹臭豆腐,23.57536,119.57442,448482,39,1,風
4252,2022/4/17 13:03,"0150deb7d0,0255",U751805cb651c58a391c10d1bd210c31c,巴適麻辣鍋,23.57185,119.58141,450029,39,1,風
2730,2022/3/19 13:28,"0150deb7d0,0196",U4e05d1cde067ae76f557b2653fbcbe40,馬路益燒肉飯,23.56596,119.56523,366338,40,1,多雲風
2768,2022/3/19 21:05,"0150deb7d0,0071",U4e05d1cde067ae76f557b2653fbcbe40,歡迎來到新光堂（新光堂特產行）,23.56618,119.56533,367738,40,1,多雲風
2899,2022/3/20 09:12,"0150deb7d0,0075",U4e05d1cde067ae76f557b2653fbcbe40,信興海產行滿500元送餅乾一包,23.56399,119.56719,368367,40,1,陰雨
3147,2022/3/26 13:04,"0150deb7d0,0102",U0295cb7e28220942f80afa615a8c4ffb,清心飲食店,23.60018,119.50975,387172,40,0,多雲轉小雨
3191,2022/3/26 09:12,"0150deb7d0,0258",U0295cb7e28220942f80afa615a8c4ffb,曬食光餐飲店,23.56639,119.56396,386609,40,0,多雲轉小雨
3217,2022/3/27 14:20,"0150deb7d0,0001",U0295cb7e28220942f80afa615a8c4ffb,篤行十村,23.56385,119.56094,390566,40,0,陰雨
3220,2022/3/27 15:46,"0150deb7d0,0328",U0295cb7e28220942f80afa615a8c4ffb,瑞師父海菜煎餅,23.56579,119.56542,390847,40,0,陰雨
3221,2022/3/27 16:19,"0150deb7d0,0401",U0295cb7e28220942f80afa615a8c4ffb,駱哥港式點心,23.56584,119.56856,390974,40,0,陰雨
3248,2022/3/28 11:02,"0150deb7d0,0359",U5fb1d3cfae1d00e6240cb0d168667678,Bella調酒專賣店,23.56855353,119.567152,392890,64,0,雨
3253,2022/3/28 12:04,"0150deb7d0,0381",U5fb1d3cfae1d00e6240cb0d168667678,信誼海產,23.571,119.57133,393062,64,0,雨
3292,2022/3/29 14:22,"0150deb7d0,0395",U5fb1d3cfae1d00e6240cb0d168667678,大口香雞排,23.56719,119.56471,395991,64,0,陰風
3324,2022/3/29 18:33,"0150deb7d0,0160",Ua78fb79efa848cc871dcc7281d5a68c9,海玩子雞蛋糕,23.56997,119.56894,396896,79,1,陰風
3326,2022/3/29 18:35,"0150deb7d0,0338",Ua78fb79efa848cc871dcc7281d5a68c9,曾記滿福堂擔仔麵,23.57406,119.57323,396906,79,1,陰風
3329,2022/3/29 18:43,"0150deb7d0,0291",Ua78fb79efa848cc871dcc7281d5a68c9,天津蔥抓餅,23.57431,119.5792,396945,79,1,陰風
3476,2022/3/30 09:12,"0150deb7d0,0412",Ua78fb79efa848cc871dcc7281d5a68c9,四方早餐店,23.56619,119.58263,398040,79,1,多雲
4345,2022/4/19 13:21,"0150deb7d0,0177",Ua78fb79efa848cc871dcc7281d5a68c9,夏天茶飲,23.57184,119.57075,455859,79,1,雨風
4435,2022/4/20 13:50,"0150deb7d0,0116",Ua78fb79efa848cc871dcc7281d5a68c9,金醬府,23.56734,119.5729,458567,79,1,陰多雲
3468,2022/3/30 20:15,"0150deb7d0,0386",Uea7d6799ca7a90c9bc9ff0c12de94045,四季肉圓專賣店,23.57334,119.57233,400366,68,1,多雲
3472,2022/3/30 20:50,"0150deb7d0,0220",Uea7d6799ca7a90c9bc9ff0c12de94045,184巷餐酒館,23.57525,119.57606,400479,68,1,多雲
3523,2022/3/31 20:38,"0150deb7d0,0175",Uea7d6799ca7a90c9bc9ff0c12de94045,吳記沙拉船&好記蔬食鹽水雞,23.57226,119.57102,403116,68,1,陰風
4173,2022/4/15 11:59,"0150deb7d0,0207",Uea7fc7c9746de951b427604ab16a0c82,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,444849,68,1,風
4210,2022/4/15 09:55,"0150deb7d0,0072",Uea7fc7c9746de951b427604ab16a0c82,日香美食坊歡迎您～,23.57466,119.5768,444495,68,1,風
4224,2022/4/16 14:46,"0150deb7d0,0177",Uea7fc7c9746de951b427604ab16a0c82,夏天茶飲,23.57184,119.57075,447974,68,1,風
4207,2022/4/15 21:33,"0150deb7d0,0112",U3f568275a79bb841266d5c1fd3378d03,劉正港檸檬汁-中華店,23.57204,119.57574,446725,61,1,風
4220,2022/4/16 12:16,"0150deb7d0,0372",U3f568275a79bb841266d5c1fd3378d03,ㄇㄇ的臭豆腐,23.55258,119.61097,447603,61,1,風
4227,2022/4/16 15:24,"0150deb7d0,0056",U2c268790f025cb21b9382655411be818,龍門閉鎖陣地,23.55583752,119.6753087,448083,26,0,風
4279,2022/4/17 07:44,"0150deb7d0,0412",U2c268790f025cb21b9382655411be818,四方早餐店,23.56619,119.58263,449530,26,0,風
5048,2022/4/8 18:58,"0150deb7d0,0221",U2c268790f025cb21b9382655411be818,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,425691,26,0,晴
5076,2022/4/9 16:02,"0150deb7d0,0372",U2c268790f025cb21b9382655411be818,ㄇㄇ的臭豆腐,23.55258,119.61097,427866,26,0,晴
4635,2022/4/26 23:13,"0150deb7d0,0218",U8842bc1c33ab4cc8a292dd0257d0390a,滷底撈-澎湖店,23.56499,119.58107,474672,19,1,晴多雲
4666,2022/4/27 23:06,"0150deb7d0,0083",U8842bc1c33ab4cc8a292dd0257d0390a,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,477808,19,1,晴多雲
4670,2022/4/27 12:29,"0150deb7d0,0062",U8842bc1c33ab4cc8a292dd0257d0390a,小和食光輕食館,23.57465715,119.5734249,475754,19,1,晴多雲
4677,2022/4/27 15:41,"0150deb7d0,0036",U8842bc1c33ab4cc8a292dd0257d0390a,岩質咖啡,23.56646069,119.5790493,476440,19,1,晴多雲
4604,2022/4/25 16:35,"0150deb7d0,0112",Ufe9b1d986e139f2f5418a61ceabccae4,劉正港檸檬汁-中華店,23.57204,119.57574,471111,31,1,晴多雲
4642,2022/4/26 14:58,"0150deb7d0,0026",Ufe9b1d986e139f2f5418a61ceabccae4,媽宮食品工廠,23.56186091,119.5803374,473294,31,1,晴多雲
4647,2022/4/26 17:18,"0150deb7d0,0238",Ufe9b1d986e139f2f5418a61ceabccae4,澎湖水仙宮,23.56385,119.56416,473637,31,1,晴多雲
4650,2022/4/26 17:48,"0150deb7d0,0237",Ufe9b1d986e139f2f5418a61ceabccae4,振發食品行,23.56413,119.5642,473796,31,1,晴多雲
4853,2022/4/4 17:23,"0150deb7d0,0395",U92bbe4bf9c0b3448d740e08b9432487e,大口香雞排,23.56719,119.56471,414129,71,0,風
4859,2022/4/4 19:56,"0150deb7d0,0064",U92bbe4bf9c0b3448d740e08b9432487e,我們是望安CAFE,23.56506,119.56816,414592,71,0,風
4867,2022/4/4 20:58,"0150deb7d0,0074",U92bbe4bf9c0b3448d740e08b9432487e,媽宮海產行到了！,23.56491,119.56533,414750,71,0,風
